# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = model_f26f5fbf43_model
# start_datetime = 2023-08-27 21:49:42 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       num_cross_chains = 1 (Default)
#       cross_chain_window = 100 (Default)
#       cross_chain_rhat = 1.05 (Default)
#       cross_chain_ess = 200 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/RtmpfD8nSs/standata-f2632c2df3.json
# init = 2 (Default)
# random
#   seed = 949436583
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model/model_0468bb5407fbaa407fffd48330a4259e-202308272149-4-89392f.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model/model_0468bb5407fbaa407fffd48330a4259e-profile-202308272149-4-78264e.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 2c6fa27
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,b.13,b.14,Intercept,sigma,b_Intercept
-408403,0.687639,0.385718,3,7,0,408408,-0.120515,-0.40613,0.661924,-0.176085,-0.00447814,0.0675627,0.213912,0.709141,2.53199,1.10288,1.92821,-0.636325,-0.299068,-0.99162,45.0839,14.3724,42.0532
-408406,0.9583,0.385718,4,15,0,408413,-0.111122,-0.291914,0.536682,-0.20408,-0.101337,-0.257824,0.257403,0.700692,2.77973,1.03416,1.87262,-0.663949,-0.386385,-1.13724,45.144,14.401,43.4019
-408408,0.911607,0.385718,3,7,0,408416,-0.112297,-0.390604,0.511393,-0.191426,-0.0844804,-0.500596,0.033477,0.663764,2.94681,1.04718,1.72431,-0.999104,-0.602907,-1.18303,45.1284,14.3604,44.2344
-408410,0.993547,0.385718,4,15,0,408420,0.0022406,-0.524298,0.581623,-0.199544,-0.15194,-0.0480199,0.164601,0.704309,2.42782,1.12205,1.95553,-0.808427,-0.56351,-1.08943,45.1493,14.4101,43.4661
-408407,0.958017,0.385718,4,15,0,408416,-0.00523194,-0.515601,0.614015,-0.193342,-0.181198,-0.0471317,0.167659,0.698732,2.40536,1.093,1.80279,-0.831347,-0.613339,-1.06159,45.1681,14.4034,43.3168
-408404,0.772684,0.385718,3,15,0,408415,-0.190349,-0.287589,0.590888,-0.180144,-0.0312867,-0.147403,0.340689,0.704039,2.79788,1.02796,1.55225,-1.00878,-0.735418,-1.57253,45.0693,14.4054,42.9229
-408402,0.988451,0.385718,4,15,0,408409,-0.113038,-0.499804,0.6458,-0.183691,-0.0979048,-0.213594,0.0469885,0.704727,2.76345,1.05925,2.02174,-0.683662,-0.383396,-1.03607,45.0858,14.4138,43.2227
-408401,0.909484,0.385718,4,15,0,408408,-0.140004,-0.326741,0.564498,-0.184471,0.0291442,-0.0614415,0.369888,0.678175,2.68088,1.05472,1.81841,-0.844441,-0.586166,-1.27303,45.1217,14.4232,42.94
-408402,0.540409,0.385718,4,15,0,408411,-0.0938981,-0.502814,0.668669,-0.188456,-0.105441,-0.175999,0.069045,0.709084,2.69422,1.03787,1.95467,-0.860774,-0.538423,-1.31713,45.0821,14.4119,43.341
-408402,0.976611,0.385718,3,15,0,408410,-0.0572899,-0.445479,0.585,-0.191094,-0.0543103,-0.269527,0.389123,0.633048,2.80067,1.05979,1.56291,-1.195,-0.918617,-1.32178,45.1495,14.3798,43.7932
-408402,0.816379,0.385718,4,15,0,408409,-0.140999,-0.401371,0.65565,-0.174647,-0.0356862,0.00874407,0.0115386,0.743461,2.7032,1.04463,1.92249,-0.646477,-0.252124,-1.04877,45.0964,14.3947,42.3051
-408408,0.755798,0.385718,4,15,0,408413,-0.209828,-0.411084,0.664792,-0.17772,0.0865724,0.0502703,0.330082,0.77472,2.7152,0.95111,2.07686,-0.76086,-0.404255,-0.872152,45.1226,14.3655,42.7176
-408407,0.996948,0.385718,4,15,0,408416,-0.0117091,-0.425571,0.548663,-0.200297,-0.29768,-0.285709,0.296605,0.635631,2.74194,1.0841,1.54426,-1.14294,-0.773058,-1.41103,45.0715,14.3911,43.8826
-408407,0.776381,0.385718,4,15,0,408416,-0.209115,-0.383661,0.715874,-0.174471,0.0802789,0.10039,0.208512,0.765823,2.63141,0.996479,1.6704,-0.717442,-0.362535,-1.03168,45.1332,14.3956,42.2497
-408404,0.874815,0.385718,4,15,0,408412,-0.18254,-0.447045,0.688593,-0.182339,0.0147298,-0.0715805,0.282237,0.771937,2.67825,0.986723,2.11198,-0.779721,-0.536785,-1.01742,45.1255,14.402,42.8726
-408404,0.933077,0.385718,4,15,0,408413,-0.0339004,-0.360611,0.520139,-0.18845,-0.133262,-0.0422892,0.154263,0.64554,2.71638,1.10064,1.9363,-0.751841,-0.550226,-1.30089,45.0647,14.4077,42.9226
-408404,0.815026,0.385718,3,15,0,408412,-0.160325,-0.339222,0.633995,-0.18307,-0.0921458,0.0721134,0.22749,0.641649,2.63752,1.12408,1.89405,-0.868512,-0.45546,-0.770739,45.1187,14.3448,42.5919
-408402,0.767839,0.385718,4,15,0,408413,-0.122178,-0.334783,0.515495,-0.196295,-0.0090545,-0.23893,0.194175,0.641666,2.76932,1.07302,1.97017,-0.67896,-0.572891,-1.12041,45.0881,14.3913,43.6203
-408408,0.724646,0.385718,4,15,0,408416,-0.124238,-0.502486,0.787787,-0.170271,-0.0873951,-0.0990803,0.275668,0.749097,2.71315,1.0502,1.57962,-1.15467,-0.671591,-1.46626,45.133,14.3968,42.2846
-408403,0.868315,0.385718,4,15,0,408413,-0.125069,-0.360736,0.626782,-0.193425,-0.0333373,0.00572438,0.206159,0.671166,2.67925,1.02346,1.65908,-1.17562,-0.868608,-1.14252,45.0793,14.3654,43.346
-408404,1,0.385718,3,7,0,408409,-0.160092,-0.391085,0.582917,-0.188061,-0.0874634,-0.275783,0.237694,0.729137,2.83771,1.04968,1.2946,-1.15756,-0.866155,-1.58404,45.0197,14.4107,43.6458
-408401,0.973409,0.385718,4,15,0,408408,-0.109314,-0.434581,0.68777,-0.19361,-0.0624996,-0.221656,0.202328,0.665992,2.79202,1.0144,1.74919,-0.91885,-0.756656,-1.24287,45.1223,14.3465,43.4126
-408403,0.809655,0.385718,4,15,0,408408,-0.143536,-0.372152,0.556875,-0.182565,-0.149476,-0.0381579,0.290751,0.698057,2.53292,1.06027,1.49656,-1.35628,-0.941062,-1.52632,45.0975,14.3607,43.5962
-408405,0.90877,0.385718,4,15,0,408411,-0.0814311,-0.473431,0.58962,-0.190123,-0.01093,-0.310742,0.272115,0.664533,2.72464,1.06808,1.68809,-1.2098,-0.737497,-1.68912,45.1074,14.3709,43.9016
-408405,0.962621,0.385718,3,7,0,408412,-0.0482996,-0.396859,0.568207,-0.19795,0.0135232,-0.313877,0.197832,0.704904,2.6,1.07302,1.53222,-0.981758,-0.926563,-1.72069,45.1177,14.3955,43.5807
-408412,0.940861,0.385718,4,15,0,408418,-0.135712,-0.34878,0.504464,-0.173826,-0.0983606,-0.0583854,0.504731,0.815563,2.63077,1.00404,1.27293,-1.1427,-1.04302,-1.23817,45.1213,14.3771,43.0088
-408404,0.947119,0.385718,3,7,0,408417,-0.13332,-0.348278,0.592187,-0.190675,-0.0453666,-0.0903735,0.310898,0.656846,2.65838,1.06596,1.58057,-1.23757,-1.11393,-1.85726,45.1321,14.3852,43.5779
-408403,1,0.385718,4,15,0,408406,-0.124705,-0.396522,0.612422,-0.181961,-0.107517,-0.0794381,0.213097,0.731099,2.50691,1.07472,2.16081,-0.614007,-0.436767,-0.50314,45.0854,14.3706,42.5562
-408404,0.965475,0.385718,4,15,0,408410,-0.219158,-0.337061,0.643437,-0.192582,-0.135123,-0.0395875,0.263138,0.60916,2.80174,1.07975,1.40527,-1.21412,-0.985526,-1.69931,45.1049,14.3706,43.8016
-408404,0.658289,0.385718,4,15,0,408415,-0.0136997,-0.51291,0.578601,-0.194056,0.0143011,-0.232915,0.281584,0.685515,2.52726,1.03492,1.79237,-0.894758,-0.68818,-1.24337,45.1092,14.3393,43.7405
-408407,0.477175,0.385718,4,15,0,408417,-0.0257348,-0.43255,0.547188,-0.193853,-0.0366306,-0.181427,0.223615,0.730508,2.5974,1.09098,1.9851,-0.827814,-0.69932,-1.02052,45.0755,14.4756,43.0859
-408406,0.995047,0.385718,3,15,0,408412,-0.164232,-0.339042,0.580977,-0.180689,-0.0619828,-0.0854685,0.160047,0.702057,2.68209,1.02533,1.82946,-0.570499,-0.274576,-1.09077,45.1159,14.2992,42.8966
-408405,0.909531,0.385718,3,7,0,408414,-0.0661621,-0.484853,0.656535,-0.189777,-0.0430284,-0.152637,0.169742,0.620502,2.82689,1.0716,1.94615,-0.495989,-0.314417,-1.06851,45.0961,14.3297,43.0648
-408407,0.765432,0.385718,3,7,0,408421,-0.0901294,-0.414015,0.608742,-0.188399,-0.144161,0.151149,0.317179,0.712053,2.57918,1.04041,1.55225,-1.03056,-0.745054,-0.919962,45.1003,14.3062,43.0133
-408405,0.934793,0.385718,3,7,0,408414,-0.140091,-0.434104,0.669092,-0.181693,-0.0300297,-0.159038,0.0971911,0.712547,2.73689,1.12683,2.05659,-0.683426,-0.338552,-1.06521,45.0982,14.4131,42.5253
-408405,0.989361,0.385718,4,15,0,408411,-0.0783007,-0.378043,0.58815,-0.196859,-0.00578977,-0.0667083,0.470033,0.708024,2.8716,0.996724,1.82936,-0.935404,-0.67132,-1.25773,45.1224,14.3798,43.1265
-408403,0.957345,0.385718,4,15,0,408411,-0.0969385,-0.439387,0.641017,-0.184828,-0.0833241,-0.00622171,0.0388434,0.732679,2.70168,1.09363,1.86877,-0.69483,-0.486169,-0.965853,45.0442,14.3493,42.5561
-408402,0.998139,0.385718,4,15,0,408409,-0.127941,-0.388112,0.59896,-0.188789,-0.00628989,-0.0936572,0.434349,0.714194,2.79443,1.03332,1.87224,-1.03143,-0.807904,-1.13761,45.1587,14.3539,43.1693
-408403,0.654594,0.385718,4,15,0,408411,-0.104288,-0.435505,0.618559,-0.186743,-0.114396,-0.0332484,0.0488957,0.720821,2.73185,1.09911,1.8093,-0.731295,-0.496433,-0.971727,45.0203,14.3586,42.792
-408405,0.9702,0.385718,4,15,0,408409,-0.13205,-0.401002,0.660016,-0.190593,0.0128502,-0.11271,0.413387,0.731378,2.80571,1.01944,2.13198,-0.609057,-0.352821,-0.794616,45.1841,14.4112,42.6435
-408405,0.756011,0.385718,3,7,0,408413,-0.132074,-0.443229,0.657853,-0.188538,-0.0598338,-0.260149,0.116517,0.701471,2.57951,1.04409,2.22191,-0.621316,-0.468809,-0.813215,45.0642,14.3427,43.1355
-408404,0.996182,0.385718,4,15,0,408410,-0.0633354,-0.480524,0.575643,-0.187164,-0.0807191,-0.0322128,0.371845,0.735319,2.72156,1.04972,1.24991,-1.24505,-0.967153,-1.63881,45.0641,14.3655,43.4838
-408404,0.999214,0.385718,4,15,0,408410,-0.137561,-0.467235,0.727616,-0.187055,-0.124307,-0.314079,0.148953,0.714594,2.56022,1.0613,1.7476,-1.06173,-0.84324,-1.17814,45.0775,14.3843,43.247
-408403,0.891109,0.385718,3,15,0,408411,-0.095659,-0.422491,0.61137,-0.185752,-0.133103,0.0514802,0.320589,0.732967,2.77079,1.04756,1.39064,-1.44068,-1.09637,-1.75914,45.1106,14.3649,43.2654
-408402,0.866892,0.385718,4,15,0,408413,-0.116485,-0.421274,0.60139,-0.177393,0.0593887,-0.201783,0.121416,0.716911,2.63252,1.03709,1.97774,-0.759082,-0.327309,-0.872865,45.0798,14.3717,42.8748
-408404,0.957673,0.385718,4,15,0,408409,-0.0916385,-0.451719,0.603768,-0.191228,-0.258562,-0.0828417,0.279284,0.623373,2.86227,1.02872,1.92131,-0.754136,-0.318271,-0.842485,45.094,14.362,43.5211
-408403,0.871316,0.385718,4,15,0,408411,-0.167975,-0.373149,0.667151,-0.191961,0.154762,-0.139366,0.157646,0.719351,2.58766,1.05457,1.66121,-0.958128,-0.585489,-0.943571,45.1103,14.3492,43.0531
-408402,0.886511,0.385718,4,15,0,408412,-0.139756,-0.455667,0.721399,-0.189464,0.0426287,-0.124661,0.255022,0.647561,2.66394,1.07467,2.01458,-0.775051,-0.539916,-1.22046,45.0682,14.433,42.9424
-408401,0.863946,0.385718,4,15,0,408408,-0.184226,-0.412915,0.700101,-0.185829,0.0372732,-0.0951352,0.162349,0.668228,2.71901,1.0691,1.60865,-0.853191,-0.569553,-1.05125,45.1446,14.3505,43.096
-408399,0.95875,0.385718,3,7,0,408405,-0.07149,-0.436946,0.592359,-0.192442,-0.0857641,-0.0520352,0.291021,0.695989,2.76643,1.0379,1.75468,-0.846626,-0.522279,-1.10575,45.0901,14.3995,43.2128
-408404,0.800574,0.385718,3,15,0,408407,-0.0611348,-0.451981,0.540448,-0.180741,-0.0574771,-0.0853369,0.0759772,0.644549,2.80417,1.07064,1.71634,-1.04741,-0.870453,-1.2888,45.1339,14.3669,43.6215
-408403,0.949899,0.385718,3,7,0,408409,-0.0518859,-0.434682,0.615379,-0.193871,-0.254878,-0.0325863,0.215675,0.697526,2.82695,1.03067,1.58451,-0.936848,-0.592989,-1.18787,45.1214,14.3571,43.2394
-408401,0.993513,0.385718,3,15,0,408406,-0.148966,-0.477912,0.67205,-0.182504,-0.0766821,-0.282209,0.17875,0.711149,2.7148,1.04502,1.74567,-0.91001,-0.793238,-1.26931,45.1018,14.4015,43.4134
-408402,0.731667,0.385718,4,15,0,408408,-0.110246,-0.379092,0.576764,-0.183896,-0.0881949,-0.0569732,0.297258,0.701538,2.67867,0.992913,1.72427,-0.980231,-0.916711,-1.35551,45.0735,14.3546,43.274
-408409,0.977336,0.385718,3,7,0,408412,-0.053813,-0.359977,0.471933,-0.18023,-0.0924717,-0.00286012,0.0964553,0.736267,2.59098,1.13656,1.52244,-1.06652,-0.596903,-1.2812,45.0132,14.4046,42.7979
-408403,0.838144,0.385718,4,15,0,408416,-0.065364,-0.51284,0.651216,-0.189408,-0.160763,-0.140872,0.171872,0.673943,2.67858,1.03533,1.63377,-0.890531,-0.830284,-1.35932,45.1586,14.3667,43.6594
-408404,0.842841,0.385718,3,15,0,408411,-0.140703,-0.481468,0.642633,-0.191775,-0.0933638,-0.0491902,0.255957,0.734374,2.7749,1.03997,1.50407,-1.13619,-0.65538,-1.51267,45.1586,14.3556,43.6817
-408403,0.995085,0.385718,3,7,0,408408,-0.140693,-0.404769,0.570335,-0.179226,0.0055107,-0.171623,0.280057,0.684397,2.68046,1.02672,1.70581,-1.01487,-0.597745,-1.0455,45.0601,14.4211,43.3872
-408401,0.69414,0.385718,3,7,0,408417,-0.154677,-0.368125,0.596743,-0.180226,0.0162364,-0.0873097,0.209874,0.69898,2.75109,1.04778,1.63589,-0.935972,-0.683951,-0.855202,45.0626,14.3458,42.9754
-408407,0.337201,0.385718,4,15,0,408419,-0.165114,-0.453932,0.621899,-0.186468,-0.0410063,-0.116033,0.324727,0.691868,2.86865,1.05415,2.1249,-0.694989,-0.571712,-0.849314,45.1973,14.3897,43.3473
-408407,0.964183,0.385718,3,7,0,408415,-0.167052,-0.40125,0.56589,-0.191638,0.058356,-0.0649576,0.132353,0.747399,2.83635,1.0042,1.57536,-0.939911,-0.627426,-1.29576,44.9899,14.3496,43.5799
-408407,0.907008,0.385718,3,15,0,408414,-0.165515,-0.369975,0.612118,-0.190619,0.06281,-0.119494,0.181451,0.778728,2.87393,1.01374,1.61712,-0.981381,-0.584457,-1.32289,45.0023,14.3447,43.0186
-408407,0.724797,0.385718,3,7,0,408420,-0.101196,-0.41725,0.682658,-0.17823,-0.0761826,-0.165306,0.149395,0.742646,2.8777,1.01315,1.52653,-1.02997,-0.965746,-1.08233,45.0801,14.4027,42.6436
-408403,0.881514,0.385718,3,15,0,408420,-0.0916426,-0.436827,0.592933,-0.183215,-0.0900904,-0.114831,0.21887,0.745419,2.88185,1.0271,1.46268,-1.09143,-0.920843,-1.3235,45.0679,14.4414,43.2002
-408407,0.798576,0.385718,3,15,0,408412,-0.0486354,-0.380652,0.532289,-0.178574,-0.177283,-0.179681,0.356561,0.733143,2.60125,1.00363,1.81602,-0.711537,-0.674838,-1.21228,45.1212,14.3264,42.868
-408402,1,0.385718,3,7,0,408411,-0.0663796,-0.413325,0.604338,-0.192955,0.0483297,-0.0722029,0.229019,0.719963,2.66555,1.08173,1.65303,-0.883654,-0.621395,-1.07494,45.1207,14.4249,42.9181
-408406,0.852696,0.385718,3,7,0,408414,-0.0711478,-0.325519,0.520261,-0.185259,-0.133842,-0.159276,0.107139,0.683129,2.85791,1.07005,1.38195,-1.20092,-0.899871,-1.70459,45.1195,14.3136,43.3399
-408409,0.722553,0.385718,4,15,0,408419,-0.0906153,-0.316645,0.591424,-0.1823,-0.11342,-0.135156,0.145976,0.681623,2.89529,1.04532,1.35332,-1.32636,-0.824994,-1.61086,45.1359,14.315,43.021
-408403,0.973172,0.385718,4,15,0,408415,-0.116993,-0.398665,0.551433,-0.175512,-0.0908767,0.230703,0.309112,0.692528,2.5706,1.06581,1.5651,-1.11964,-0.883889,-1.3019,45.0866,14.4249,43.0095
-408406,0.834302,0.385718,4,15,0,408414,-0.118656,-0.416464,0.644891,-0.206515,-0.10078,-0.373175,0.222422,0.684795,2.7732,1.00939,1.22813,-1.19748,-0.853015,-1.50099,45.1186,14.4308,44.2869
-408406,0.916304,0.385718,3,15,0,408414,-0.112165,-0.423297,0.637648,-0.197783,-0.0696705,-0.32348,0.244688,0.667588,2.83194,1.02012,1.18128,-1.25161,-0.767056,-1.52202,45.0997,14.429,44.0229
-408408,0.986474,0.385718,3,7,0,408414,-0.100561,-0.391582,0.53905,-0.195683,0.0523072,-0.18998,0.295547,0.642095,2.98898,1.04077,1.38555,-1.35932,-1.31407,-1.62099,45.0657,14.3781,44.1505
-408405,0.956299,0.385718,4,15,0,408414,-0.152049,-0.39826,0.664031,-0.176809,-0.200661,-0.0411665,0.245891,0.734702,2.52457,1.07484,1.83019,-0.559914,-0.342022,-1.00017,45.064,14.4134,42.2941
-408406,0.998605,0.385718,4,15,0,408411,-0.0513725,-0.388537,0.557772,-0.188205,0.0909918,-0.290657,0.213495,0.647527,2.91459,1.04484,1.49994,-1.03759,-0.510133,-1.17982,45.1391,14.3603,43.3825
-408408,0.862487,0.385718,4,15,0,408418,-0.151613,-0.317112,0.507147,-0.196133,-0.00324738,-0.0714847,0.207784,0.688801,2.78053,1.00888,1.59535,-1.28395,-1.10283,-1.61365,45.1583,14.3955,44.1732
-408405,1,0.385718,4,15,0,408414,-0.19698,-0.433676,0.625983,-0.184092,-0.0373485,-0.265198,0.349894,0.700491,2.60549,1.09058,1.41412,-1.2736,-1.00012,-1.45672,45.0231,14.3811,43.7345
-408400,0.993499,0.385718,4,15,0,408411,-0.0587201,-0.393535,0.568881,-0.181451,-0.0712954,-0.0769935,0.14889,0.668863,2.85072,1.03481,1.81142,-0.797504,-0.567983,-1.03822,45.1792,14.3845,42.983
-408402,0.595676,0.385718,4,15,0,408411,-0.103297,-0.440842,0.585789,-0.181258,-0.0756544,-0.0885615,0.18389,0.667608,2.84861,1.03232,1.85541,-1.01546,-0.638265,-1.14692,45.1845,14.3631,43.4736
-408402,0.981858,0.385718,3,7,0,408406,-0.0556697,-0.424168,0.601385,-0.183351,-0.0125802,-0.134278,0.203287,0.66261,2.83085,1.04665,1.44796,-0.892316,-0.692092,-1.14198,45.1363,14.3426,43.0921
-408403,1,0.385718,3,7,0,408408,-0.0240966,-0.489459,0.550976,-0.190487,0.0316242,-0.141104,0.182191,0.642857,2.87782,1.02875,1.5645,-0.997603,-0.619815,-1.19741,45.1498,14.3822,43.857
-408402,0.885741,0.385718,4,15,0,408409,-0.21601,-0.335054,0.664779,-0.185788,-0.143765,-0.0610534,0.307955,0.718501,2.51776,1.07015,1.79748,-0.803864,-0.562247,-1.08338,45.0511,14.3873,42.7444
-408399,0.512443,0.385718,3,7,0,408411,-0.0895654,-0.411962,0.641734,-0.188782,-0.0980279,-0.028478,0.368338,0.703858,2.60938,1.05513,1.91165,-0.769528,-0.571078,-0.997045,45.1006,14.3838,42.6884
-408403,0.581146,0.385718,4,15,0,408410,-0.144339,-0.434042,0.617191,-0.188971,0.00196686,-0.0324155,0.186198,0.668854,2.67492,1.03868,1.26959,-1.17728,-1.12376,-1.5319,45.0934,14.4084,43.8945
-408405,0.983845,0.385718,3,7,0,408410,-0.0966129,-0.465601,0.648946,-0.175242,-0.257616,0.0216251,0.0877879,0.738696,2.81999,1.05941,1.39325,-1.29532,-0.879743,-1.69951,45.1091,14.3682,43.0058
-408403,0.656703,0.385718,3,7,0,408413,-0.114495,-0.357814,0.656213,-0.195474,0.0225498,-0.0883092,0.346765,0.706882,2.57971,1.07246,1.82332,-0.954843,-0.591401,-1.09206,45.1467,14.3474,42.7748
-408402,0.974208,0.385718,4,15,0,408408,-0.088043,-0.471349,0.628674,-0.190412,-0.139698,-0.00608494,0.148238,0.702116,2.90298,1.01468,1.56256,-1.01232,-0.76416,-1.27547,45.0611,14.3497,43.4396
-408406,0.624423,0.385718,4,15,0,408411,-0.169088,-0.360873,0.61617,-0.19298,0.0869389,-0.152028,0.353293,0.620042,2.66921,1.12425,1.78214,-1.187,-0.776883,-1.35901,45.1422,14.3867,43.5182
-408404,0.956525,0.385718,3,7,0,408415,-0.174481,-0.376278,0.607213,-0.190189,0.01571,-0.00778859,0.258527,0.689857,2.75839,1.00916,1.58373,-1.22952,-0.805979,-1.19696,45.0207,14.3495,43.5594
-408401,0.988532,0.385718,3,7,0,408408,-0.163632,-0.3642,0.582822,-0.181926,0.0738921,-0.132442,0.265317,0.692663,2.79878,1.04414,1.67101,-0.932338,-0.683082,-1.38757,45.0273,14.3704,43.1165
-408401,0.824814,0.385718,4,15,0,408407,-0.104936,-0.485898,0.628681,-0.190481,-0.190465,-0.114211,0.236061,0.676711,2.64581,1.06464,1.91213,-0.8246,-0.551966,-1.14511,45.1803,14.3674,43.5956
-408404,0.820212,0.385718,3,7,0,408408,-0.00501624,-0.473492,0.614516,-0.190078,-0.097376,-0.0861143,0.316224,0.692544,2.75982,1.05829,1.92239,-0.785473,-0.591667,-1.2102,45.1853,14.352,42.906
-408403,0.99493,0.385718,4,15,0,408407,-0.236416,-0.364915,0.627656,-0.188699,-0.000325279,-0.0367796,0.185447,0.716287,2.73515,1.05815,1.76977,-0.952911,-0.652256,-1.33388,45.0259,14.3496,43.3165
-408399,0.941392,0.385718,3,15,0,408408,-0.109551,-0.384748,0.607296,-0.180265,-0.0507802,-0.0797922,0.123795,0.719268,2.57904,1.05744,1.78062,-0.804098,-0.541233,-0.989042,45.0815,14.3759,42.7173
-408404,0.744784,0.385718,4,15,0,408408,-0.147959,-0.417113,0.583008,-0.178854,-0.0255261,0.151835,0.0671813,0.715742,2.63192,1.09405,1.73117,-0.95844,-0.613428,-1.55474,45.0953,14.3615,43.0313
-408404,0.986636,0.385718,3,7,0,408410,-0.157133,-0.350779,0.612497,-0.172947,-0.0235844,-0.120717,0.050277,0.725644,2.64909,1.08357,1.70485,-0.923442,-0.636934,-1.29532,45.06,14.4189,42.5806
-408401,0.99827,0.385718,3,15,0,408411,-0.192148,-0.429769,0.674974,-0.182297,-0.0824308,-0.160395,0.136336,0.72993,2.59468,1.08315,1.8446,-0.817683,-0.618651,-0.95169,45.0531,14.3704,42.9855
-408402,0.560761,0.385718,3,7,0,408412,-0.144872,-0.428179,0.679886,-0.184002,-0.0868669,-0.097022,0.32759,0.659769,2.70386,1.04805,1.85878,-0.859857,-0.779577,-1.46243,45.1416,14.3552,43.1156
-408400,0.858189,0.385718,3,15,0,408408,-0.0660578,-0.465762,0.632325,-0.18812,0.0292104,0.0106328,0.186038,0.716526,2.60529,1.05308,1.62414,-0.941561,-0.678932,-1.0812,45.1174,14.4132,43.0327
-408401,0.813157,0.385718,3,15,0,408408,-0.111239,-0.392259,0.568328,-0.194506,-0.0327109,-0.157549,0.249166,0.688139,2.66067,1.09784,1.79689,-0.931174,-0.677792,-1.36294,45.0371,14.3371,43.3699
-408403,0.59809,0.385718,3,7,0,408416,-0.102907,-0.391224,0.584176,-0.191734,-0.0460836,-0.167908,0.357052,0.658467,2.66797,1.072,1.90092,-0.894154,-0.682979,-1.59187,45.0345,14.3874,43.2842
-408401,0.888144,0.385718,4,15,0,408411,-0.0827171,-0.448961,0.610946,-0.194937,-0.0329839,-0.265026,0.0956204,0.65001,2.86521,1.04146,1.85542,-0.795267,-0.596108,-0.882094,45.0991,14.3847,43.6498
-408406,0.746239,0.385718,3,15,0,408411,-0.11513,-0.377976,0.62439,-0.174462,-0.233317,0.13452,0.396504,0.675365,2.68386,1.08923,2.03058,-0.664606,-0.606191,-1.13116,45.0505,14.3707,42.1153
-408403,0.99944,0.385718,3,15,0,408410,-0.14355,-0.392402,0.595774,-0.198703,0.0731144,-0.346027,0.239501,0.70412,2.66254,1.0184,1.48433,-1.01316,-0.756217,-1.15488,45.1654,14.3857,44.036
-408406,0.53395,0.385718,4,15,0,408415,-0.143005,-0.409215,0.673109,-0.181725,-0.193084,0.17097,0.241628,0.601251,2.70217,1.07394,1.64595,-0.773627,-0.649986,-0.913394,45.0592,14.3621,42.8489
-408404,0.924878,0.385718,3,15,0,408415,-0.141551,-0.487679,0.684865,-0.189612,-0.125743,-0.0400573,0.253912,0.716551,2.7591,1.01608,2.16373,-0.720624,-0.299484,-1.04147,45.1134,14.4064,43.1211
-408401,0.873591,0.385718,3,7,0,408410,-0.115393,-0.50065,0.721887,-0.18797,-0.0983751,-0.102301,0.225191,0.706408,2.68606,1.01019,2.0284,-0.61211,-0.376772,-0.876843,45.1097,14.4124,42.9312
-408403,0.817675,0.385718,4,15,0,408411,-0.102602,-0.32259,0.516815,-0.195972,-0.129833,-0.152828,0.155553,0.670545,2.63628,1.0922,1.48274,-1.11721,-0.84632,-1.6709,45.1606,14.386,43.796
-408403,0.782655,0.385718,4,15,0,408411,-0.165494,-0.348598,0.673028,-0.17683,-0.0540788,-0.00244169,0.277155,0.715186,2.88246,1.02176,1.62896,-0.963857,-0.871225,-1.07144,45.1185,14.371,42.4691
-408404,0.953435,0.385718,3,7,0,408413,-0.192141,-0.437548,0.731155,-0.194654,-0.180985,-0.293952,0.244684,0.739508,2.6636,1.03548,1.51482,-1.04448,-0.804118,-1.60775,45.1731,14.3939,43.6267
-408405,0.913417,0.385718,4,15,0,408413,-0.0613542,-0.332323,0.519352,-0.171393,-0.0765012,0.0433501,0.425373,0.694352,2.57648,1.06959,1.65265,-1.05858,-0.944444,-1.08016,45.0828,14.3637,42.4495
-408401,0.934015,0.385718,3,7,0,408409,-0.153221,-0.372034,0.601087,-0.189802,-0.134271,-0.00677128,0.161396,0.702569,2.75597,1.06893,1.76243,-0.904132,-0.791494,-1.47549,45.0683,14.3885,43.2155
-408403,0.919467,0.385718,3,7,0,408405,-0.0745331,-0.42936,0.601845,-0.183114,-0.0530221,-0.144642,0.260741,0.644536,2.63562,1.07848,1.44459,-0.968015,-0.618779,-1.06229,45.095,14.3653,43.2052
