# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_6b7e74943c_model
# start_datetime = 2023-03-30 08:16:35 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/RtmpO6pATb/standata-6b76b52411c.json
# init = 2 (Default)
# random
#   seed = 708574377
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-202303300816-3-3ff3cc.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-profile-202303300816-3-42cd99.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,Intercept,sigma,b_Intercept
# Adaptation terminated
# Step size = 0.359222
# Diagonal elements of inverse mass matrix:
# 0.00098683, 6.60431e-05, 0.00828526, 0.0148078, 0.00963282, 0.00159631, 0.0141535, 0.00106813, 0.0429117, 0.0398184, 0.0462127, 0.0578599, 0.00212601, 1.61459e-05
-408467,1,0.359222,3,7,0,408477,0.0111058,-0.185176,-0.157658,-0.033254,0.299009,0.768565,2.77184,1.11729,2.04559,-0.800084,-0.577166,-0.737637,45.0651,14.3972,42.8982
-408464,0.927758,0.359222,3,7,0,408479,0.0308495,-0.179678,-0.02027,-0.0900597,0.0835346,0.701044,2.73828,1.00658,1.61249,-0.996766,-0.633652,-1.32554,45.0751,14.3846,43.7138
-408465,0.732903,0.359222,4,15,0,408473,0.00395267,-0.183291,-0.0497885,-0.0747673,0.309665,0.713932,2.63184,1.04286,1.95075,-0.573763,-0.612271,-1.23906,45.1402,14.3787,43.358
-408464,0.963508,0.359222,4,15,0,408473,0.0252578,-0.190952,-0.0897793,-0.0265026,0.0768481,0.734409,2.80524,1.06598,1.38864,-1.16006,-0.88489,-1.86908,45.1281,14.3588,43.9408
-408466,0.986872,0.359222,3,7,0,408471,-0.00126579,-0.169911,-0.0390765,0.0110245,0.0968956,0.703498,2.91274,1.0674,1.3579,-1.30383,-0.942715,-1.54076,45.1707,14.4271,43.4624
-408464,0.918674,0.359222,3,7,0,408473,0.014419,-0.18826,-0.13797,0.0391634,0.295694,0.674258,2.82879,1.04281,1.38826,-1.13021,-0.759471,-1.53927,45.063,14.3431,43.8619
-408463,0.89829,0.359222,4,15,0,408472,0.008553,-0.183661,-0.00396104,-0.119617,0.129491,0.742159,2.54017,1.0852,1.46906,-0.996472,-0.593783,-1.21026,45.1295,14.4169,43.5506
-408465,0.845225,0.359222,4,15,0,408473,0.0289916,-0.180904,-0.0400844,-0.281299,0.338164,0.637228,2.94326,1.05046,1.80141,-0.792306,-0.628569,-1.16487,45.0878,14.4203,43.6488
-408466,0.941725,0.359222,4,15,0,408475,0.0165739,-0.195737,0.0461828,-0.129822,0.0966478,0.789355,2.76894,1.00888,1.56259,-0.870576,-0.65209,-1.49106,45.0826,14.4381,43.7897
-408464,0.95548,0.359222,4,15,0,408472,0.00419858,-0.177896,-0.127017,-0.00885553,0.430028,0.667559,2.64932,1.11667,1.62181,-1.06236,-0.929009,-1.35163,45.1282,14.363,43.3984
-408465,0.727568,0.359222,4,15,0,408471,-0.0429269,-0.180247,0.144283,-0.156947,0.249806,0.735622,2.82603,1.03899,2.07716,-0.507704,-0.30172,-0.788162,45.1339,14.4076,42.9914
-408461,0.991046,0.359222,4,15,0,408469,0.00841043,-0.195575,-0.0664876,-0.249567,0.299405,0.733974,2.66189,1.05845,1.88971,-0.826446,-0.504161,-1.08506,45.0307,14.3702,43.6958
-408461,0.964921,0.359222,4,15,0,408464,0.00945863,-0.192854,-0.0444042,-0.190901,0.370803,0.732598,2.66859,1.02725,1.91433,-0.812282,-0.546647,-1.04064,45.0565,14.4118,43.6459
-408462,0.858546,0.359222,3,15,0,408466,0.0304032,-0.187003,-0.0194345,-0.291472,0.220495,0.770206,2.85659,1.04954,1.83106,-0.969207,-0.57448,-1.13088,45.1071,14.3623,43.508
-408461,0.785463,0.359222,4,15,0,408469,0.0654978,-0.179129,0.022898,0.0149077,0.265972,0.695013,2.68701,1.10801,1.69266,-0.905791,-0.711679,-1.04593,45.1415,14.3792,43.2198
-408464,0.882025,0.359222,3,15,0,408467,0.060471,-0.186935,0.0081311,0.0631891,0.143518,0.659132,2.74107,1.07761,1.89424,-0.92416,-0.637954,-1.3534,45.1584,14.4402,43.6833
-408466,0.8575,0.359222,4,15,0,408473,-0.0127911,-0.175647,-0.105289,-0.0798939,0.347134,0.790942,2.69022,1.04891,1.79673,-1.0334,-0.953002,-0.903008,45.1039,14.3658,43.0698
-408467,0.959446,0.359222,3,7,0,408474,-0.0353816,-0.17261,-0.122014,0.0950542,0.426698,0.766159,2.68635,1.02407,1.77275,-0.827918,-0.499854,-1.0546,45.0329,14.4292,42.7342
-408464,0.916392,0.359222,3,7,0,408473,0.0427772,-0.182199,-0.00276969,-0.158966,0.146217,0.775673,2.85456,1.01866,1.71398,-0.985413,-0.866072,-1.35536,45.0975,14.3379,43.4867
-408465,0.882698,0.359222,4,15,0,408473,-0.00615985,-0.182,0.0696563,-0.0665288,0.146114,0.713378,2.84222,1.09088,1.44761,-1.09768,-0.599022,-1.219,45.0183,14.4118,43.3416
-408467,0.964958,0.359222,4,15,0,408473,0.0473132,-0.195758,-0.176041,-0.183528,0.291221,0.680034,2.74387,1.05487,1.55789,-1.02559,-0.569094,-1.42533,45.1964,14.4308,44.2377
-408463,0.955926,0.359222,3,15,0,408474,0.0472145,-0.170413,0.018773,0.16302,0.336759,0.747888,2.65911,1.08735,1.75609,-0.967886,-0.783948,-1.11486,45.0837,14.3523,42.6804
-408463,0.841404,0.359222,4,15,0,408471,-0.0398726,-0.194815,-0.124773,-0.247299,0.140515,0.715656,2.8526,1.07552,1.69761,-1.10736,-0.762054,-1.35153,45.1216,14.3573,44.0628
-408460,0.999624,0.359222,3,7,0,408464,-0.00778552,-0.1935,-0.0880981,-0.21538,0.179008,0.707606,2.72462,1.05472,1.59052,-0.924383,-0.745856,-1.3451,45.1019,14.4126,44.0211
-408462,0.940477,0.359222,4,15,0,408466,0.0549819,-0.18049,-0.0739415,0.104725,0.233738,0.72598,2.68961,1.04603,2.17241,-0.661233,-0.32833,-0.90519,45.13,14.4159,43.017
