# stan_version_major = 2
# stan_version_minor = 31
# stan_version_patch = 0
# model = model_6b744330bda_model
# start_datetime = 2023-03-30 08:11:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/RtmpO6pATb/standata-6b74b805b47.json
# init = 2 (Default)
# random
#   seed = 549394854
# output
#   file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-202303300811-3-895f5d.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = /home/jrun/Conhecimentos-TPACK/chains/model_pca/model_0468bb5407fbaa407fffd48330a4259e-profile-202303300811-3-0f71b0.csv
# num_threads = 8 (Default)
# stanc_version = stanc3 v2.31.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,b.1,b.2,b.3,b.4,b.5,b.6,b.7,b.8,b.9,b.10,b.11,b.12,Intercept,sigma,b_Intercept
# Adaptation terminated
# Step size = 0.349562
# Diagonal elements of inverse mass matrix:
# 0.000796668, 6.81477e-05, 0.00872088, 0.0166075, 0.00873108, 0.00142318, 0.0124096, 0.000946993, 0.0452051, 0.0401347, 0.046083, 0.059404, 0.00195798, 1.43328e-05
-408464,0.946827,0.349562,3,7,0,408465,0.0515689,-0.191461,-0.165674,-0.0166668,0.288406,0.719573,2.80141,1.04176,2.1362,-0.497499,-0.203752,-0.609354,45.1135,14.371,43.2824
-408464,0.87887,0.349562,4,15,0,408471,-0.0195531,-0.190221,0.0853333,-0.0432337,0.161791,0.743871,2.73618,1.07703,1.37223,-1.19161,-0.982126,-1.25301,45.1026,14.3639,43.7361
-408463,0.866051,0.349562,4,31,0,408471,0.0467351,-0.188975,-0.156187,0.00093219,0.290226,0.710975,2.75266,1.05922,2.05223,-0.729194,-0.56094,-0.671021,45.1202,14.3659,43.4004
-408460,0.993892,0.349562,3,15,0,408468,0.0505482,-0.191567,0.0299452,-0.117149,0.30482,0.732003,2.74755,1.06458,1.90387,-0.736313,-0.483768,-0.869936,45.1259,14.363,43.4262
-408461,0.957286,0.349562,3,15,0,408464,-0.020811,-0.180352,0.0755108,-0.0490825,0.192317,0.728098,2.65627,1.07532,1.83775,-0.906836,-0.605445,-1.26941,45.0825,14.4156,43.227
-408462,0.911226,0.349562,3,7,0,408465,-0.0297251,-0.181879,0.0762476,-0.0109233,0.209109,0.744662,2.66107,1.07662,1.78992,-0.830301,-0.510548,-1.23305,45.0899,14.4305,43.1202
-408461,0.851014,0.349562,3,7,0,408470,0.0545265,-0.195688,-0.061261,-0.0947761,0.266674,0.741361,2.79686,1.04366,1.66885,-0.985128,-0.669601,-1.22254,45.1262,14.3991,43.8206
-408460,0.789142,0.349562,3,15,0,408468,0.0130408,-0.181644,-0.0269592,-0.051789,0.355407,0.735426,2.70684,1.06714,1.88617,-0.835625,-0.683449,-1.03462,45.1641,14.4147,43.2283
-408466,0.787039,0.349562,3,15,0,408469,0.0329904,-0.177076,0.0720911,-0.0638521,0.356482,0.714581,2.82451,1.04071,1.87827,-0.892996,-0.649748,-1.29932,45.1713,14.2999,43.2365
-408467,0.983311,0.349562,3,15,0,408475,0.0436046,-0.179697,0.1459,-0.203726,0.43308,0.677265,2.96645,1.02679,1.82934,-0.803557,-0.55723,-1.26054,45.1397,14.3597,43.3885
-408463,0.900772,0.349562,4,15,0,408472,0.0599551,-0.196027,-0.0825554,-0.0649915,0.254322,0.660857,2.86457,1.07122,1.6223,-0.854188,-0.754935,-1.06272,45.1563,14.4192,43.9945
-408463,0.917101,0.349562,4,15,0,408471,-0.00424046,-0.19096,-0.013209,-0.113767,0.155499,0.79302,2.63548,1.06278,1.79453,-0.680756,-0.664767,-1.04308,45.0543,14.3959,43.3074
